Age,Height_cm,Weight_kg,BMI,Activity_Level,Sleep_Hours,Water_Intake_ml,Healthy_Food_Count,Junk_Food_Count,Target_Health_Score,Target_Status
37,142,44.5,22.1,Light,5,2418,0,0,75,Good
58,170,86.8,30.0,Moderate,8,2154,4,2,76,Good
47,180,113.9,35.2,Sitting,5,2393,5,1,50,Moderate Risk
59,141,46.0,23.1,Moderate,4,3273,2,2,79,Good
22,141,56.1,28.2,Light,8,3305,0,1,81,Optimal
42,183,64.9,19.4,Heavy,7,1266,0,2,85,Optimal
21,185,112.3,32.8,Sitting,6,3091,3,2,60,Good
65,160,48.7,19.0,Moderate,7,2035,4,3,83,Optimal
40,159,49.6,19.6,Moderate,7,2083,1,2,82,Optimal
40,171,82.7,28.3,Light,4,4256,2,2,65,Good
55,200,135.3,33.8,Moderate,7,2836,3,2,78,Good
64,142,50.4,25.0,Moderate,8,1979,0,0,90,Optimal
63,180,105.7,32.6,Light,4,4076,1,0,66,Good
34,189,96.7,27.1,Sitting,6,1869,0,0,62,Good
48,156,74.4,30.6,Moderate,8,1949,5,3,72,Good
36,177,111.9,35.7,Moderate,6,2522,2,2,68,Good
33,148,60.0,27.4,Light,9,2748,3,0,93,Optimal
20,149,80.0,36.0,Sitting,7,2623,4,2,62,Good
52,198,117.6,30.0,Moderate,6,3237,2,2,77,Good
21,167,67.8,24.3,Light,5,3681,0,0,85,Optimal
52,192,108.4,29.4,Moderate,4,2176,3,1,65,Good
57,177,80.1,25.6,Light,7,3190,0,3,75,Good
21,164,97.9,36.4,Sitting,6,3091,0,3,43,Moderate Risk
26,144,57.1,27.5,Sitting,4,1580,3,0,58,Moderate Risk
49,149,60.5,27.3,Moderate,9,3294,3,2,88,Optimal
55,192,108.7,29.5,Moderate,8,1150,0,2,69,Good
21,142,24.9,12.3,Heavy,8,1501,1,3,67,Good
60,148,66.6,30.4,Heavy,6,3536,5,0,97,Optimal
46,179,100.1,31.2,Sitting,8,1161,1,0,63,Good
20,180,81.5,25.2,Moderate,7,2146,2,2,79,Good
18,142,55.6,27.6,Light,8,4108,1,2,79,Good
36,194,128.2,34.1,Sitting,4,4479,3,1,53,Moderate Risk
48,163,87.3,32.9,Light,8,4050,0,1,74,Good
61,195,112.3,29.5,Light,5,1931,1,3,51,Moderate Risk
58,144,24.4,11.8,Moderate,5,1947,1,3,52,Moderate Risk
65,147,74.2,34.3,Heavy,5,3743,4,0,85,Optimal
56,168,62.4,22.1,Light,6,2388,4,1,83,Optimal
20,162,86.4,32.9,Heavy,9,2653,5,1,94,Optimal
54,199,81.7,20.6,Moderate,8,4288,0,1,95,Optimal
30,140,38.4,19.6,Light,7,3937,0,3,80,Optimal
47,187,107.6,30.8,Heavy,8,1855,4,0,90,Optimal
32,166,73.8,26.8,Heavy,5,4181,0,1,83,Optimal
57,145,55.0,26.2,Sitting,4,1029,0,2,44,Moderate Risk
48,199,127.3,32.1,Heavy,9,3311,2,3,79,Good
27,186,71.3,20.6,Heavy,8,3553,5,1,100,Optimal
24,170,67.9,23.5,Moderate,4,3124,2,2,79,Good
65,156,63.2,26.0,Heavy,8,4231,2,2,93,Optimal
31,179,79.4,24.8,Sitting,4,1238,1,0,62,Good
26,156,64.0,26.3,Moderate,5,2171,2,3,63,Good
61,153,56.3,24.1,Moderate,8,3786,1,0,100,Optimal
41,144,53.2,25.7,Sitting,8,3590,2,1,78,Good
24,143,76.2,37.3,Heavy,9,2558,2,0,86,Optimal
48,168,69.7,24.7,Heavy,9,4193,2,3,94,Optimal
58,163,92.3,34.7,Light,5,2291,4,2,54,Moderate Risk
50,143,47.1,23.0,Moderate,7,1439,5,3,85,Optimal
32,166,66.8,24.2,Light,8,2898,2,2,89,Optimal
47,186,86.1,24.9,Moderate,4,1931,0,1,70,Good
43,186,87.0,25.1,Sitting,7,3415,1,2,72,Good
59,151,51.3,22.5,Heavy,6,1906,2,3,79,Good
19,172,107.6,36.4,Sitting,8,2019,0,1,48,Moderate Risk
51,142,41.0,20.3,Sitting,4,2398,3,3,51,Moderate Risk
63,169,98.7,34.6,Moderate,6,3279,5,3,71,Good
62,200,118.7,29.7,Heavy,4,1590,3,2,64,Good
43,144,29.7,14.3,Heavy,4,1662,3,3,59,Moderate Risk
36,147,45.8,21.2,Sitting,8,1086,5,0,85,Optimal
55,176,102.7,33.2,Moderate,7,4307,3,0,89,Optimal
58,171,51.7,17.7,Moderate,7,4405,4,2,92,Optimal
54,200,100.1,25.0,Light,8,1621,3,3,76,Good
65,141,51.0,25.7,Heavy,4,2842,0,1,79,Good
42,177,63.2,20.2,Light,8,2676,5,3,90,Optimal
62,145,47.2,22.4,Sitting,9,2185,5,0,85,Optimal
45,178,72.5,22.9,Heavy,6,3301,0,0,100,Optimal
59,150,88.9,39.5,Sitting,7,3568,1,1,56,Moderate Risk
62,181,99.2,30.3,Moderate,8,1377,0,2,68,Good
25,150,86.4,38.4,Heavy,7,4173,1,3,67,Good
35,173,88.9,29.7,Sitting,4,3798,0,1,53,Moderate Risk
20,140,63.6,32.4,Moderate,5,2347,5,2,64,Good
63,182,120.1,36.3,Heavy,6,3753,4,2,77,Good
38,189,121.9,34.1,Heavy,7,4077,3,1,88,Optimal
34,169,102.0,35.7,Sitting,9,1593,4,0,62,Good
51,180,112.0,34.6,Moderate,8,4251,2,1,80,Optimal
51,145,36.1,17.2,Light,5,2099,4,0,76,Good
49,164,89.9,33.4,Heavy,7,1584,1,0,80,Optimal
37,173,85.7,28.6,Moderate,7,2294,3,3,71,Good
20,174,93.3,30.8,Light,6,3275,1,1,74,Good
40,181,78.0,23.8,Heavy,5,3672,0,1,90,Optimal
32,175,89.3,29.2,Heavy,6,3289,4,1,92,Optimal
46,154,93.3,39.3,Moderate,6,2072,2,1,58,Moderate Risk
26,193,85.2,22.9,Moderate,6,3214,2,1,94,Optimal
46,147,41.0,19.0,Heavy,8,4125,2,0,100,Optimal
55,187,120.0,34.3,Sitting,7,3942,5,2,67,Good
58,168,94.4,33.4,Heavy,5,3424,5,2,78,Good
27,147,40.3,18.6,Light,9,3199,4,1,98,Optimal
40,182,115.0,34.7,Heavy,4,4052,5,3,66,Good
35,181,115.7,35.3,Light,6,1973,2,3,49,Moderate Risk
39,148,51.6,23.6,Sitting,4,2623,0,2,60,Good
38,156,66.2,27.2,Heavy,6,3439,3,0,98,Optimal
44,143,39.7,19.4,Sitting,8,4342,2,1,84,Optimal
63,149,50.3,22.7,Heavy,8,2084,5,1,100,Optimal
59,143,55.8,27.3,Moderate,9,3010,5,2,92,Optimal
28,173,83.7,28.0,Moderate,8,3438,3,3,82,Optimal
36,192,122.3,33.2,Sitting,7,3231,4,3,61,Good
62,163,88.3,33.2,Sitting,6,3970,0,1,58,Moderate Risk
46,194,119.6,31.8,Heavy,7,2897,5,0,100,Optimal
37,153,35.0,15.0,Heavy,6,3043,1,2,82,Optimal
52,167,62.4,22.4,Light,5,3990,4,1,88,Optimal
48,188,125.9,35.6,Light,7,3605,4,1,78,Good
58,142,22.4,11.1,Sitting,6,1617,3,1,55,Moderate Risk
42,145,29.4,14.0,Light,4,1953,0,1,53,Moderate Risk
43,167,59.6,21.4,Moderate,7,2174,5,1,95,Optimal
36,169,57.8,20.2,Sitting,8,2911,0,3,70,Good
42,194,107.4,28.5,Light,8,1550,1,1,72,Good
60,172,92.3,31.2,Heavy,4,1292,2,3,55,Moderate Risk
23,142,42.4,21.0,Sitting,8,3766,5,0,95,Optimal
32,160,96.8,37.8,Heavy,9,2157,1,0,73,Good
49,150,81.7,36.3,Sitting,9,2550,5,0,74,Good
35,193,91.1,24.5,Moderate,6,2861,2,0,99,Optimal
25,187,105.1,30.1,Heavy,5,1436,3,3,64,Good
30,156,41.9,17.2,Light,6,4141,1,1,80,Optimal
27,142,46.7,23.2,Sitting,7,3128,5,2,85,Optimal
22,166,76.8,27.9,Light,7,3961,1,3,73,Good
60,194,118.7,31.5,Sitting,6,1561,4,3,49,Moderate Risk
54,188,109.0,30.8,Sitting,8,2471,0,1,57,Moderate Risk
45,198,92.4,23.6,Sitting,8,3680,1,0,87,Optimal
25,186,107.5,31.1,Moderate,7,2798,1,3,73,Good
62,196,97.0,25.2,Sitting,8,1951,0,2,60,Good
62,192,86.6,23.5,Heavy,8,1130,3,2,91,Optimal
49,182,95.2,28.7,Heavy,6,3310,3,3,81,Optimal
46,148,65.1,29.7,Heavy,5,1900,4,1,76,Good
56,182,92.0,27.8,Heavy,4,2858,4,0,89,Optimal
56,155,57.2,23.8,Heavy,7,4452,2,3,94,Optimal
65,174,56.7,18.7,Sitting,9,4473,4,2,83,Optimal
36,168,68.4,24.2,Heavy,4,3121,3,1,91,Optimal
56,158,71.0,28.4,Heavy,8,2828,1,3,82,Optimal
45,150,31.3,13.9,Heavy,5,2842,4,0,91,Optimal
46,188,84.6,23.9,Moderate,7,3403,4,2,98,Optimal
29,150,54.9,24.4,Light,6,1825,2,1,79,Good
64,166,66.2,24.0,Moderate,6,2064,0,1,80,Optimal
32,152,44.7,19.3,Heavy,8,3345,5,3,100,Optimal
57,143,73.1,35.7,Light,4,4299,2,2,53,Moderate Risk
23,175,65.8,21.5,Moderate,4,4084,3,0,91,Optimal
36,146,44.0,20.6,Sitting,5,2504,5,0,85,Optimal
22,188,110.0,31.1,Heavy,5,4214,3,2,77,Good
33,145,58.2,27.7,Light,7,1698,3,1,77,Good
50,178,77.6,24.5,Sitting,8,1867,4,3,68,Good
29,143,44.4,21.7,Sitting,5,4457,4,0,83,Optimal
39,174,73.5,24.3,Heavy,4,2817,3,2,86,Optimal
57,168,104.6,37.1,Sitting,9,3075,5,2,62,Good
32,146,55.6,26.1,Moderate,4,3035,3,2,75,Good
58,178,108.7,34.3,Sitting,9,3673,1,0,69,Good
35,172,87.6,29.6,Moderate,8,3823,5,3,84,Optimal
39,199,124.3,31.4,Heavy,4,1874,5,3,61,Good
41,185,96.4,28.2,Moderate,7,2504,5,1,96,Optimal
56,197,95.4,24.6,Light,7,3408,3,3,86,Optimal
41,185,104.2,30.4,Heavy,5,1835,1,2,64,Good
43,146,68.5,32.1,Light,7,1675,5,2,70,Good
29,169,107.0,37.5,Light,7,1570,2,3,51,Moderate Risk
42,175,60.1,19.6,Sitting,6,4371,1,2,72,Good
28,165,91.6,33.6,Moderate,8,4362,0,0,83,Optimal
24,151,70.9,31.1,Moderate,5,3239,0,2,66,Good
46,146,34.4,16.1,Sitting,7,1596,5,2,66,Good
45,153,65.6,28.0,Sitting,9,1578,3,2,62,Good
39,172,85.8,29.0,Light,6,4439,5,2,80,Optimal
36,159,42.0,16.6,Heavy,8,2980,5,3,92,Optimal
60,143,37.8,18.5,Light,5,4257,5,3,80,Optimal
42,173,91.7,30.6,Heavy,8,3268,5,0,100,Optimal
31,154,70.9,29.9,Sitting,6,3373,4,3,61,Good
33,148,43.5,19.9,Light,7,1998,5,2,85,Optimal
50,154,58.4,24.6,Moderate,6,4212,0,2,85,Optimal
62,194,126.3,33.6,Light,4,3848,4,1,66,Good
62,166,49.2,17.9,Sitting,6,4048,5,2,74,Good
19,177,86.6,27.6,Moderate,5,1160,1,1,69,Good
54,162,96.7,36.8,Moderate,7,3187,1,3,65,Good
51,157,71.9,29.2,Heavy,7,2231,4,0,92,Optimal
40,165,81.6,30.0,Heavy,7,1580,1,3,70,Good
57,147,81.6,37.8,Moderate,4,4486,5,2,61,Good
49,183,118.4,35.4,Light,6,4230,1,0,72,Good
24,158,66.3,26.6,Moderate,6,1834,5,3,73,Good
18,161,91.1,35.1,Moderate,4,2302,3,0,61,Good
33,162,66.5,25.3,Heavy,8,1751,5,2,90,Optimal
34,146,82.0,38.5,Moderate,6,2140,3,2,56,Moderate Risk
60,200,90.3,22.6,Light,6,1444,4,0,88,Optimal
43,196,127.2,33.1,Heavy,5,2105,3,2,64,Good
38,153,79.9,34.1,Heavy,8,1474,3,0,83,Optimal
28,170,90.7,31.4,Moderate,8,1848,2,3,65,Good
30,158,60.9,24.4,Light,6,4272,1,3,77,Good
37,178,109.6,34.6,Light,4,3874,5,2,61,Good
44,141,61.8,31.1,Heavy,4,4356,3,0,82,Optimal
25,179,67.9,21.2,Light,8,2983,2,3,84,Optimal
47,140,77.3,39.4,Heavy,5,1991,3,1,60,Good
60,168,52.9,18.7,Moderate,6,2281,1,1,82,Optimal
28,163,48.1,18.1,Heavy,9,4487,2,2,93,Optimal
40,159,82.9,32.8,Light,4,4378,4,3,57,Moderate Risk
57,155,56.8,23.6,Heavy,8,1625,5,1,100,Optimal
46,171,94.3,32.2,Heavy,4,1315,0,0,65,Good
54,195,85.6,22.5,Moderate,8,4138,1,1,97,Optimal
32,161,48.8,18.8,Moderate,4,1698,4,2,73,Good
52,153,37.6,16.1,Light,9,3392,1,0,88,Optimal
28,161,60.1,23.2,Moderate,4,4031,4,0,93,Optimal
19,156,85.5,35.1,Heavy,4,4175,3,3,61,Good
22,196,100.2,26.1,Light,5,2242,2,0,73,Good
21,160,78.5,30.7,Light,7,3782,4,1,85,Optimal
52,165,94.7,34.8,Moderate,4,3527,5,0,76,Good
27,187,80.3,23.0,Heavy,5,1577,3,0,91,Optimal
62,140,20.9,10.7,Sitting,9,2044,0,1,53,Moderate Risk
61,148,64.4,29.4,Heavy,8,2062,4,2,82,Optimal
33,146,46.3,21.7,Heavy,6,4432,4,0,100,Optimal
21,145,45.1,21.5,Moderate,7,1745,1,1,87,Optimal
23,151,67.1,29.4,Sitting,5,2597,0,1,59,Moderate Risk
30,199,126.1,31.8,Heavy,8,2809,1,1,87,Optimal
49,165,66.4,24.4,Sitting,8,2318,2,0,79,Good
20,152,91.4,39.6,Sitting,7,4239,0,0,59,Moderate Risk
23,154,75.8,32.0,Moderate,6,1407,3,3,61,Good
35,140,78.2,39.9,Moderate,9,1315,5,2,63,Good
53,153,74.8,32.0,Heavy,5,3684,1,0,82,Optimal
62,174,108.1,35.7,Light,4,1818,0,1,44,Moderate Risk
45,193,90.3,24.2,Light,9,3839,4,1,98,Optimal
39,193,120.2,32.3,Heavy,9,1595,5,2,80,Optimal
51,182,121.6,36.7,Sitting,7,3567,3,3,54,Moderate Risk
47,166,60.4,21.9,Light,7,1607,2,3,74,Good
20,181,72.5,22.1,Sitting,9,3855,3,1,86,Optimal
45,169,100.9,35.3,Sitting,7,4186,1,1,62,Good
63,157,58.4,23.7,Sitting,8,1828,3,2,71,Good
45,184,78.4,23.2,Moderate,5,3331,2,2,84,Optimal
64,156,60.7,24.9,Sitting,6,1890,2,2,64,Good
47,173,102.1,34.1,Heavy,4,1192,3,3,53,Moderate Risk
29,163,83.9,31.6,Moderate,4,1567,1,1,58,Moderate Risk
40,145,73.1,34.8,Sitting,7,2911,2,0,70,Good
40,197,123.8,31.9,Sitting,8,4049,3,3,61,Good
19,161,64.0,24.7,Heavy,7,1366,0,2,85,Optimal
36,198,81.5,20.8,Sitting,5,1352,1,2,57,Moderate Risk
25,192,89.2,24.2,Sitting,5,2634,3,1,76,Good
35,171,100.0,34.2,Heavy,6,3704,0,2,72,Good
20,191,81.0,22.2,Moderate,9,2432,4,1,93,Optimal
31,152,86.0,37.2,Moderate,4,1085,1,3,39,High Risk
58,141,50.8,25.6,Heavy,9,3100,2,0,100,Optimal
20,177,83.3,26.6,Moderate,6,1432,5,3,73,Good
62,141,33.8,17.0,Light,5,2224,1,2,60,Good
24,182,74.6,22.5,Light,7,1684,1,2,77,Good
18,175,107.2,35.0,Light,7,4058,4,1,78,Good
57,161,84.8,32.7,Heavy,8,1786,5,0,89,Optimal
26,159,49.3,19.5,Heavy,8,3861,0,3,90,Optimal
64,163,55.0,20.7,Heavy,8,2616,5,2,100,Optimal
18,182,73.9,22.3,Heavy,5,1509,4,1,88,Optimal
47,142,31.6,15.7,Heavy,5,2066,3,1,77,Good
50,158,61.6,24.7,Moderate,9,3196,1,3,87,Optimal
50,158,79.7,31.9,Sitting,6,4258,1,3,52,Moderate Risk
52,195,86.6,22.8,Heavy,6,4102,5,0,100,Optimal
57,152,88.5,38.3,Heavy,6,2304,5,3,61,Good
62,173,57.4,19.2,Heavy,6,2295,5,1,95,Optimal
40,186,100.3,29.0,Sitting,7,4461,2,1,74,Good
61,164,86.6,32.2,Light,9,2152,2,2,64,Good
49,172,77.2,26.1,Light,9,2539,0,1,84,Optimal
55,194,113.6,30.2,Moderate,4,2611,1,3,60,Good
56,155,94.3,39.3,Light,9,2549,1,2,61,Good
56,167,102.6,36.8,Heavy,8,3226,2,3,72,Good
45,168,59.7,21.2,Heavy,9,1914,5,2,95,Optimal
49,146,51.2,24.0,Heavy,6,2854,0,2,90,Optimal
40,168,87.0,30.8,Moderate,7,1543,0,0,77,Good
32,144,76.3,36.8,Heavy,5,1615,2,2,57,Moderate Risk
26,143,34.8,17.0,Moderate,4,2430,0,1,62,Good
33,186,70.0,20.2,Moderate,7,2552,3,1,100,Optimal
39,170,91.7,31.7,Moderate,5,3293,1,1,72,Good
59,174,62.6,20.7,Heavy,9,2455,3,3,86,Optimal
51,161,58.2,22.5,Sitting,5,1832,1,2,57,Moderate Risk
60,161,76.9,29.7,Sitting,7,4067,2,2,67,Good
65,181,117.1,35.7,Heavy,8,3298,3,0,90,Optimal
64,159,48.6,19.2,Heavy,7,4458,5,0,100,Optimal
46,180,109.6,33.8,Sitting,7,3560,4,2,65,Good
60,180,96.2,29.7,Light,8,2394,3,2,69,Good
32,190,104.8,29.0,Light,7,2677,4,3,78,Good
29,179,78.1,24.4,Sitting,6,4151,3,3,71,Good
36,168,80.1,28.4,Moderate,7,1989,2,2,74,Good
52,190,93.4,25.9,Sitting,9,2871,0,0,79,Good
64,196,87.1,22.7,Heavy,5,1258,0,3,70,Good
41,167,84.3,30.2,Heavy,7,1497,3,1,84,Optimal
25,154,69.1,29.1,Sitting,7,2689,3,2,70,Good
65,155,87.3,36.3,Heavy,7,4402,4,2,82,Optimal
23,199,108.4,27.4,Sitting,8,1173,5,3,62,Good
22,196,94.1,24.5,Light,7,4485,2,1,94,Optimal
52,140,23.1,11.8,Light,4,2211,2,0,59,Moderate Risk
46,162,53.9,20.5,Heavy,6,3495,2,1,99,Optimal
39,199,91.9,23.2,Light,5,3428,0,2,75,Good
29,179,109.2,34.1,Heavy,6,2927,3,0,88,Optimal
46,149,58.6,26.4,Moderate,6,2625,3,2,84,Optimal
52,200,126.4,31.6,Sitting,9,1845,4,2,59,Moderate Risk
21,198,133.8,34.1,Sitting,9,2123,5,0,67,Good
55,196,130.8,34.0,Light,6,4289,3,3,63,Good
56,198,105.7,27.0,Heavy,8,1490,3,2,84,Optimal
29,183,75.5,22.5,Light,9,3211,1,3,82,Optimal
65,185,123.0,35.9,Sitting,8,1226,5,0,64,Good
58,146,49.8,23.4,Moderate,9,3362,4,1,100,Optimal
62,150,74.0,32.9,Light,6,3203,5,1,79,Good
19,148,72.9,33.3,Moderate,6,2899,3,0,84,Optimal
46,142,28.6,14.2,Heavy,6,4445,2,1,87,Optimal
29,159,59.2,23.4,Sitting,9,1024,0,0,75,Good
49,173,111.0,37.1,Moderate,4,1803,0,3,37,High Risk
30,162,58.4,22.3,Light,6,1611,1,3,67,Good
58,141,72.3,36.4,Moderate,7,1671,3,0,74,Good
28,199,94.7,23.9,Light,6,1786,1,2,72,Good
24,141,54.8,27.6,Moderate,9,1525,4,1,85,Optimal
47,147,68.4,31.7,Light,4,1635,5,2,55,Moderate Risk
35,183,97.5,29.1,Light,9,4200,4,2,82,Optimal
21,151,81.8,35.9,Moderate,4,3113,3,2,60,Good
43,165,94.3,34.6,Moderate,5,3047,1,1,68,Good
29,177,111.0,35.4,Sitting,7,2484,1,3,42,Moderate Risk
38,185,108.9,31.8,Light,9,4407,3,0,86,Optimal
30,146,72.3,33.9,Moderate,6,3749,2,0,81,Optimal
42,176,90.1,29.1,Light,5,4047,2,3,63,Good
46,173,107.4,35.9,Sitting,5,1586,0,3,29,High Risk
29,155,81.4,33.9,Moderate,8,3573,0,2,72,Good
22,147,32.4,15.0,Heavy,4,2254,4,1,72,Good
53,159,75.5,29.9,Light,4,3028,3,3,59,Moderate Risk
44,161,51.0,19.7,Moderate,4,1142,2,1,74,Good
49,196,130.2,33.9,Heavy,7,4172,0,1,82,Optimal
54,148,57.1,26.1,Moderate,5,1775,0,3,59,Moderate Risk
47,179,71.0,22.2,Moderate,6,4237,3,0,100,Optimal
46,154,79.2,33.4,Heavy,4,2054,1,1,60,Good
36,182,87.1,26.3,Moderate,9,4399,4,1,97,Optimal
41,181,106.4,32.5,Light,4,1701,1,0,56,Moderate Risk
31,143,45.9,22.4,Sitting,7,3737,4,0,93,Optimal
51,188,80.3,22.7,Sitting,8,3124,5,1,90,Optimal
63,152,73.8,31.9,Light,7,2570,5,3,75,Good
30,178,83.6,26.4,Light,7,3532,1,0,90,Optimal
27,160,68.0,26.6,Sitting,6,3341,4,0,81,Optimal
50,199,121.9,30.8,Heavy,4,2512,1,0,79,Good
31,186,67.4,19.5,Heavy,7,3835,4,3,98,Optimal
27,193,114.0,30.6,Heavy,5,3342,1,1,79,Good
39,183,111.4,33.3,Moderate,9,1166,0,0,73,Good
26,155,49.4,20.6,Sitting,6,3074,3,0,86,Optimal
44,199,130.4,32.9,Sitting,9,2522,1,2,61,Good
35,142,62.1,30.8,Light,9,1289,5,1,77,Good
42,141,53.9,27.1,Light,5,1684,1,3,54,Moderate Risk
23,185,112.6,32.9,Sitting,6,3507,5,1,69,Good
30,152,36.4,15.8,Moderate,8,4137,5,0,100,Optimal
25,151,38.7,17.0,Heavy,9,2772,1,1,94,Optimal
50,195,99.1,26.1,Moderate,9,3212,2,2,88,Optimal
59,177,62.2,19.9,Sitting,7,4366,5,2,85,Optimal
20,146,73.1,34.3,Sitting,8,2934,1,1,64,Good
63,182,120.8,36.5,Moderate,6,2930,1,0,75,Good
42,186,95.4,27.6,Heavy,9,2331,3,2,83,Optimal
41,192,128.7,34.9,Sitting,8,3862,0,1,61,Good
34,157,42.9,17.4,Sitting,6,1106,4,1,66,Good
19,172,78.9,26.7,Moderate,6,2626,4,2,86,Optimal
52,177,81.9,26.1,Light,4,1055,5,3,59,Moderate Risk
29,151,46.0,20.2,Moderate,7,1003,4,3,83,Optimal
63,199,91.2,23.0,Moderate,9,4199,3,3,91,Optimal
37,188,78.6,22.2,Moderate,6,3607,5,0,100,Optimal
47,140,50.8,25.9,Moderate,4,2567,2,3,68,Good
64,159,69.0,27.3,Sitting,8,2284,3,2,63,Good
41,150,66.0,29.3,Light,4,1465,5,0,69,Good
49,194,83.5,22.2,Heavy,4,3886,2,0,94,Optimal
41,182,96.4,29.1,Moderate,8,1766,3,3,70,Good
22,140,23.5,12.0,Moderate,9,1600,4,0,83,Optimal
62,182,67.6,20.4,Moderate,4,2343,5,2,75,Good
48,177,93.1,29.7,Moderate,5,2113,4,0,76,Good
62,200,110.4,27.6,Heavy,7,1290,3,0,93,Optimal
21,199,138.3,34.9,Moderate,7,1525,4,3,64,Good
44,146,81.2,38.1,Sitting,8,4409,1,3,48,Moderate Risk
48,149,58.5,26.4,Heavy,4,3760,0,1,78,Good
26,151,45.0,19.7,Heavy,8,2082,1,3,82,Optimal
38,142,36.0,17.9,Sitting,8,2693,1,3,66,Good
61,141,60.5,30.4,Light,6,2668,2,0,81,Optimal
33,142,74.4,36.9,Moderate,8,3557,2,3,67,Good
18,180,87.0,26.9,Sitting,6,1215,5,2,63,Good
65,146,29.9,14.0,Light,4,2954,5,3,63,Good
44,158,63.8,25.6,Light,9,2484,4,2,78,Good
54,143,76.4,37.4,Moderate,9,3877,2,2,71,Good
51,161,94.3,36.4,Heavy,8,3927,2,0,87,Optimal
45,163,88.7,33.4,Sitting,5,3517,0,1,53,Moderate Risk
54,192,98.4,26.7,Heavy,9,2458,4,2,86,Optimal
49,169,64.8,22.7,Sitting,7,3300,5,2,85,Optimal
42,187,87.7,25.1,Sitting,4,1409,2,1,54,Moderate Risk
40,165,85.8,31.5,Light,9,3671,4,2,79,Good
64,152,49.6,21.5,Sitting,8,1025,1,0,77,Good
26,178,114.3,36.1,Heavy,5,3492,5,1,79,Good
53,151,41.4,18.2,Sitting,7,2016,3,1,70,Good
40,197,79.8,20.6,Light,6,2201,3,3,71,Good
46,197,102.3,26.4,Light,8,1182,1,0,80,Optimal
61,183,72.0,21.5,Sitting,5,2448,2,0,69,Good
45,162,75.2,28.7,Light,6,2080,1,1,67,Good
52,175,87.8,28.7,Heavy,5,1734,3,1,76,Good
21,191,109.8,30.1,Sitting,6,1540,2,2,52,Moderate Risk
60,194,115.2,30.6,Sitting,9,2344,2,3,51,Moderate Risk
24,158,77.6,31.1,Moderate,9,2728,5,3,81,Optimal
26,169,78.1,27.3,Sitting,7,3471,5,2,77,Good
38,143,80.7,39.5,Moderate,9,3624,3,3,65,Good
60,175,104.7,34.2,Sitting,6,4281,4,0,70,Good
51,156,64.0,26.3,Light,8,2874,0,2,79,Good
36,181,106.4,32.5,Sitting,8,3226,1,0,71,Good
35,140,61.6,31.4,Light,9,2007,0,1,66,Good
45,165,53.6,19.7,Moderate,8,3244,0,0,100,Optimal
39,186,77.0,22.3,Sitting,9,3064,0,3,70,Good
27,161,47.3,18.2,Moderate,4,2622,0,3,64,Good
39,171,100.2,34.3,Sitting,4,3167,0,0,52,Moderate Risk
59,164,59.5,22.1,Sitting,5,3237,5,3,70,Good
63,190,110.6,30.6,Sitting,5,4451,5,0,72,Good
47,164,87.6,32.6,Heavy,4,2153,5,0,74,Good
57,173,62.7,20.9,Heavy,6,3943,5,1,100,Optimal
24,185,113.9,33.3,Light,4,2493,1,2,45,Moderate Risk
40,189,123.0,34.4,Sitting,9,1487,4,2,54,Moderate Risk
49,142,66.1,32.8,Sitting,5,1330,0,1,44,Moderate Risk
61,197,134.5,34.7,Heavy,9,2157,3,2,72,Good
22,157,53.1,21.5,Light,9,1744,0,3,70,Good
23,140,51.9,26.5,Sitting,6,3024,4,2,71,Good
47,182,85.8,25.9,Heavy,9,4255,2,0,100,Optimal
28,180,98.8,30.5,Moderate,9,4373,5,3,82,Optimal
41,156,70.8,29.1,Moderate,4,3895,4,2,72,Good
59,175,67.5,22.0,Heavy,5,1210,1,2,77,Good
24,151,46.5,20.4,Moderate,7,1809,2,3,79,Good
58,165,56.6,20.8,Light,8,1084,4,3,78,Good
42,143,58.6,28.7,Heavy,4,3120,4,2,78,Good
48,168,85.4,30.3,Moderate,7,3160,1,3,75,Good
28,156,95.8,39.4,Sitting,5,3365,1,3,36,High Risk
31,141,32.9,16.5,Light,4,1108,2,1,61,Good
56,153,84.8,36.2,Heavy,4,3000,1,1,66,Good
37,173,108.6,36.3,Moderate,6,1280,3,0,70,Good
62,147,46.3,21.4,Light,4,1654,4,2,68,Good
61,176,62.0,20.0,Moderate,7,2454,2,0,94,Optimal
26,150,69.5,30.9,Moderate,9,3228,5,3,82,Optimal
52,192,92.6,25.1,Heavy,8,4451,4,2,98,Optimal
29,140,65.1,33.2,Heavy,6,3786,0,2,73,Good
27,186,120.8,34.9,Moderate,7,2006,5,0,81,Optimal
46,186,79.6,23.0,Moderate,8,1934,4,0,98,Optimal
42,186,75.4,21.8,Sitting,6,3991,3,3,71,Good
41,186,109.3,31.6,Moderate,8,1891,0,1,71,Good
58,194,127.8,34.0,Moderate,8,1861,5,2,72,Good
52,168,65.9,23.3,Moderate,4,3587,3,1,86,Optimal
34,171,81.3,27.8,Heavy,5,2689,2,2,80,Optimal
34,171,67.5,23.1,Light,9,3767,2,3,84,Optimal
23,177,98.3,31.4,Sitting,5,1505,3,2,47,Moderate Risk
37,173,82.6,27.6,Moderate,9,1779,0,1,77,Good
31,169,80.2,28.1,Heavy,6,3466,5,2,91,Optimal
48,193,109.4,29.4,Heavy,7,2015,1,1,81,Optimal
